,cuid,pred_convert_30
16026,136686,0
16027,136716,0
16028,136717,0
16029,136729,0
16030,136743,0
16031,136755,0
16032,136768,0
16033,456260,0
16034,136911,0
16035,136947,0
16036,136959,0
16037,136997,0
16038,581745,0
16039,137029,0
16040,137030,0
16041,137046,0
16042,137110,0
16043,137122,0
16044,137280,0
16045,503461,0
16046,137294,0
16047,137304,0
16048,137367,0
16049,137380,0
16050,137381,0
16051,137396,0
16052,137452,0
16053,60148,0
16054,60186,0
16055,60195,0
16056,60198,0
16057,60201,0
16058,60206,0
16059,481975,0
16060,60233,0
16061,60240,1
16062,60272,0
16063,60273,1
16064,581753,0
16065,60320,0
16066,60356,0
16067,60380,0
16068,60455,0
16069,60490,0
16070,60492,0
16071,60503,0
16072,482010,0
16073,60533,0
16074,60535,0
16075,60542,0
16076,60557,0
16077,60563,0
16078,503535,0
16079,60578,0
16080,60593,0
16081,60640,0
16082,60708,0
16083,60735,0
16084,60751,1
16085,60789,0
16086,60796,0
16087,60820,0
16088,60841,0
16089,60846,0
16090,60941,0
16091,482056,0
16092,61029,0
16093,61030,0
16094,61216,0
16095,61223,0
16096,503577,0
16097,61284,0
16098,61291,0
16099,61324,0
16100,61342,0
16101,61349,0
16102,61362,0
16103,61377,0
16104,581762,0
16105,61396,0
16106,503589,0
16107,61424,0
16108,61433,0
16109,61454,0
16110,61456,0
16111,61458,0
16112,581764,0
16113,61555,0
16114,61570,0
16115,61575,0
16116,61608,1
16117,61620,0
16118,61667,0
16119,61669,0
16120,61683,0
16121,61787,0
16122,503625,1
16123,61854,1
16124,61973,0
16125,482158,0
16126,61999,0
16127,62026,1
16128,482163,1
16129,62066,0
16130,62087,0
16131,62093,0
16132,482173,0
16133,62109,0
16134,62211,0
16135,62229,0
16136,62305,1
16137,62331,0
16138,581779,0
16139,62423,0
16140,62438,1
16141,62461,0
16142,62464,0
16143,62467,0
16144,62476,0
16145,62481,1
16146,62493,1
16147,62502,0
16148,62515,0
16149,62516,0
16150,62521,0
16151,503680,0
16152,62609,0
16153,62628,0
16154,62633,0
16155,62655,0
16156,62676,0
16157,62714,0
16158,62757,1
16159,62769,0
16160,139258,0
16161,139289,0
16162,139295,0
16163,139321,0
16164,139380,0
16165,503719,1
16166,139387,0
16167,139427,0
16168,139438,0
16169,139440,0
16170,503725,0
16171,139636,0
16172,139672,0
16173,139726,0
16174,139729,0
16175,139765,0
16176,139789,0
16177,139833,0
16178,139841,0
16179,139892,0
16180,139912,0
16181,140027,0
16182,140044,0
16183,140125,0
16184,62823,0
16185,62855,1
16186,62867,0
16187,511125,0
16188,62901,0
16189,62972,0
16190,511132,1
16191,63025,0
16192,63061,0
16193,63075,0
16194,511144,0
16195,63101,0
16196,63117,0
16197,63126,0
16198,63136,1
16199,63146,1
16200,511156,0
16201,63223,0
16202,63258,1
16203,63281,0
16204,483676,0
16205,63298,0
16206,63320,0
16207,63348,0
16208,483681,0
16209,63365,0
16210,63446,0
16211,63488,0
16212,511175,0
16213,63598,0
16214,63644,0
16215,63669,0
16216,63688,1
16217,63696,1
16218,63702,1
16219,63724,0
16220,63751,0
16221,63805,0
16222,63853,0
16223,63862,0
16224,63883,0
16225,63910,0
16226,63939,0
16227,511214,0
16228,63970,1
16229,64028,0
16230,64039,0
16231,64067,0
16232,64102,0
16233,64105,0
16234,64111,0
16235,64124,0
16236,64143,0
16237,483768,0
16238,64172,0
16239,511230,0
16240,64209,0
16241,64221,0
16242,64280,0
16243,64346,0
16244,64377,0
16245,64382,1
16246,64388,0
16247,64396,0
16248,64403,1
16249,64416,0
16250,64481,0
16251,511256,1
16252,64495,0
16253,64496,0
16254,64511,0
16255,511268,0
16256,64628,0
16257,511272,0
16258,64654,0
16259,64696,0
16260,64703,0
16261,64727,0
16262,64729,0
16263,64730,0
16264,64763,0
16265,64764,0
16266,64840,0
16267,64843,0
16268,64863,0
16269,64887,0
16270,64898,0
16271,64907,0
16272,64916,0
16273,511294,0
16274,64947,0
16275,65043,0
16276,65050,0
16277,65051,0
16278,65120,0
16279,65133,0
16280,65139,0
16281,483887,1
16282,65210,0
16283,65211,0
16284,65221,0
16285,65256,1
16286,483892,1
16287,65271,1
16288,65280,0
16289,65324,0
16290,65358,0
16291,65359,0
16292,65452,0
16293,65477,0
16294,65480,0
16295,65486,0
16296,65497,0
16297,65509,0
16298,65516,1
16299,141914,0
16300,141929,0
16301,511365,0
16302,511367,0
16303,511372,0
16304,483940,0
16305,511375,0
16306,142058,0
16307,511377,0
16308,511380,0
16309,142093,0
16310,142123,0
16311,483957,0
16312,142188,0
16313,142225,0
16314,142342,0
16315,142348,0
16316,142375,0
16317,142380,0
16318,142408,0
16319,511406,0
16320,142429,0
16321,142439,0
16322,142463,0
16323,142468,0
16324,142469,0
16325,511411,0
16326,142537,1
16327,483990,0
16328,142592,0
16329,142716,0
16330,142719,0
16331,142723,0
16332,142733,0
16333,142743,0
16334,142812,0
16335,511433,0
16336,142824,0
16337,65530,0
16338,65557,0
16339,65617,0
16340,65625,0
16341,511476,0
16342,65702,0
16343,65741,0
16344,65755,0
16345,65780,0
16346,65793,0
16347,65832,0
16348,65839,0
16349,65882,0
16350,65897,0
16351,65928,0
16352,65937,0
16353,65957,0
16354,65981,0
16355,65992,0
16356,457649,0
16357,66010,0
16358,66042,0
16359,66045,0
16360,66066,0
16361,511516,0
16362,66154,0
16363,66156,0
16364,66166,0
16365,66189,0
16366,511520,0
16367,66211,0
16368,66220,0
16369,457680,0
16370,66265,0
16371,66289,0
16372,66339,0
16373,66375,0
16374,511534,0
16375,511537,1
16376,66427,0
16377,66485,0
16378,581840,0
16379,66551,0
16380,66560,0
16381,66583,0
16382,511554,0
16383,66638,0
16384,66647,0
16385,66667,0
16386,66668,0
16387,66704,0
16388,66746,0
16389,66764,0
16390,66783,0
16391,66815,0
16392,66834,0
16393,66841,0
16394,66848,0
16395,511579,1
16396,66944,0
16397,66951,0
16398,66952,0
16399,66956,0
16400,66979,1
16401,66998,0
16402,511588,0
16403,457771,0
16404,511592,0
16405,457785,0
16406,511599,0
16407,67129,0
16408,67131,0
16409,67135,0
16410,67203,0
16411,511614,0
16412,67249,0
16413,67274,0
16414,67282,0
16415,511621,0
16416,67376,0
16417,67400,0
16418,67424,0
16419,67425,0
16420,67441,0
16421,67477,0
16422,67502,0
16423,67504,0
16424,67549,0
16425,67557,0
16426,67561,0
16427,67572,1
16428,511640,0
16429,67687,0
16430,511648,0
16431,67737,0
16432,67740,0
16433,511650,0
16434,67775,0
16435,67777,0
16436,67797,0
16437,67813,0
16438,67836,0
16439,67848,0
16440,67869,0
16441,67903,0
16442,67919,0
16443,511666,0
16444,457862,0
16445,511667,0
16446,67931,0
16447,67980,0
16448,68009,0
16449,68042,0
16450,68053,0
16451,511680,0
16452,68174,0
16453,68187,0
16454,68203,0
16455,68224,0
16456,68225,0
16457,511697,0
16458,144684,0
16459,511706,0
16460,144782,0
16461,144789,0
16462,144808,0
16463,144839,0
16464,144843,0
16465,144898,0
16466,144920,0
16467,144972,0
16468,144979,0
16469,145033,0
16470,145050,0
16471,457932,0
16472,457934,0
16473,145096,0
16474,145122,0
16475,457948,0
16476,145233,0
16477,511746,0
16478,145264,0
16479,145304,0
16480,145348,0
16481,511757,0
16482,145428,0
16483,145439,0
16484,457978,0
16485,145475,0
16486,145481,0
16487,511766,0
16488,145554,0
16489,145569,0
16490,145582,0
16491,145595,0
16492,145610,0
16493,68269,0
16494,68324,0
16495,68390,0
16496,68443,0
16497,511820,0
16498,68590,0
16499,68592,0
16500,511825,1
16501,485284,0
16502,68712,0
16503,68723,1
16504,68730,0
16505,511830,0
16506,68734,0
16507,68799,0
16508,68807,0
16509,68814,0
16510,68901,0
16511,511841,0
16512,68936,0
16513,511842,0
16514,68957,0
16515,68984,0
16516,68997,0
16517,69008,0
16518,511846,0
16519,485335,0
16520,511852,0
16521,69180,0
16522,69354,0
16523,511876,0
16524,511877,1
16525,69431,0
16526,69519,0
16527,69526,0
16528,69531,0
16529,69635,0
16530,511905,1
16531,69742,1
16532,69793,0
16533,69807,0
16534,69838,1
16535,69847,0
16536,69850,0
16537,69852,0
16538,69854,0
16539,69886,0
16540,69908,0
16541,69937,0
16542,69990,0
16543,70007,0
16544,70070,0
16545,485415,0
16546,511935,0
16547,70137,0
16548,70150,1
16549,70155,0
16550,70156,0
16551,70213,0
16552,70216,0
16553,511950,1
16554,70251,0
16555,511958,0
16556,70292,0
16557,70314,0
16558,485454,1
16559,581905,0
16560,70483,0
16561,511973,0
16562,70548,0
16563,70554,0
16564,70556,1
16565,70564,0
16566,70567,1
16567,70570,0
16568,70573,1
16569,70611,0
16570,485491,0
16571,70686,0
16572,70708,0
16573,70838,0
16574,70849,0
16575,485505,0
16576,70937,0
16577,147318,0
16578,485517,0
16579,147351,0
16580,147367,0
16581,147436,0
16582,147547,0
16583,147594,0
16584,147624,0
16585,147643,0
16586,147649,0
16587,147652,0
16588,147658,0
16589,147664,0
16590,512026,0
16591,147831,0
16592,147874,0
16593,512042,0
16594,147896,0
16595,147912,0
16596,147914,0
16597,148000,0
16598,512059,0
16599,148022,0
16600,148050,0
16601,148063,0
16602,148064,0
16603,512064,0
16604,512067,0
16605,148118,0
16606,148174,0
16607,148268,0
16608,512072,0
16609,148303,0
16610,512077,0
16611,73692,0
16612,73697,0
16613,73770,0
16614,73777,0
16615,512490,0
16616,488540,1
16617,488544,0
16618,73884,0
16619,73891,0
16620,73902,0
16621,73913,0
16622,73992,0
16623,581926,0
16624,512506,0
16625,512507,0
16626,74070,0
16627,488574,1
16628,74082,0
16629,74084,0
16630,512512,1
16631,74182,0
16632,74193,0
16633,581933,0
16634,74266,0
16635,74304,0
16636,74311,1
16637,488602,1
16638,74359,0
16639,74365,0
16640,74366,0
16641,74380,0
16642,74390,0
16643,74426,1
16644,512539,0
16645,74456,0
16646,74484,0
16647,581940,0
16648,74655,0
16649,74656,0
16650,512553,0
16651,74680,0
16652,488641,0
16653,74766,0
16654,74769,0
16655,74772,0
16656,74789,0
16657,512566,0
16658,74805,0
16659,74808,0
16660,74827,0
16661,74843,0
16662,74859,0
16663,74881,0
16664,74896,0
16665,74943,0
16666,74975,0
16667,75031,0
16668,75058,0
16669,75085,0
16670,75086,0
16671,75090,0
16672,75189,0
16673,75239,0
16674,75243,0
16675,488702,0
16676,512601,0
16677,75326,0
16678,512608,0
16679,75364,0
16680,488732,0
16681,75482,0
16682,75489,0
16683,75506,0
16684,512629,0
16685,75598,0
16686,75633,1
16687,488763,0
16688,75745,0
16689,75764,0
16690,75771,0
16691,581958,0
16692,75785,1
16693,75806,0
16694,75839,0
16695,75871,0
16696,75874,0
16697,75890,0
16698,75908,0
16699,75961,0
16700,75964,0
16701,75971,0
16702,75982,0
16703,76023,1
16704,76025,0
16705,76109,0
16706,512672,0
16707,76135,0
16708,76168,0
16709,76176,0
16710,76198,0
16711,76201,0
16712,76215,0
16713,512680,0
16714,76258,0
16715,512687,0
16716,76272,0
16717,76356,0
16718,76359,1
16719,581961,0
16720,152763,0
16721,152803,0
16722,152833,0
16723,152858,1
16724,152899,0
16725,488863,0
16726,152983,0
16727,152994,0
16728,152996,0
16729,153015,1
16730,153022,0
16731,153043,0
16732,512719,0
16733,512725,0
16734,153199,0
16735,153216,0
16736,153232,0
16737,153250,0
16738,488895,0
16739,153290,0
16740,153315,0
16741,512750,0
16742,153452,0
16743,153502,0
16744,153550,0
16745,153584,0
16746,488925,0
16747,153600,0
16748,153608,0
16749,581974,0
16750,153668,0
16751,153696,0
16752,153697,0
16753,153718,0
16754,488939,0
16755,153740,0
16756,501462,0
16757,79369,0
16758,79385,1
16759,79402,0
16760,79470,0
16761,501471,0
16762,501473,0
16763,501488,0
16764,155479,0
16765,155505,0
16766,155521,0
16767,501498,0
16768,155555,0
16769,155602,0
16770,501504,0
16771,155639,0
16772,155673,0
16773,155691,1
16774,155695,0
16775,155699,0
16776,155767,0
16777,155777,0
16778,439344,0
16779,155832,0
16780,155841,0
16781,439347,1
16782,80552,0
16783,80574,0
16784,80579,0
16785,80594,0
16786,459914,0
16787,80664,0
16788,80688,0
16789,459927,0
16790,80761,0
16791,80769,1
16792,80833,0
16793,80834,0
16794,80862,0
16795,80873,0
16796,80919,0
16797,80925,0
16798,81062,0
16799,81064,1
16800,502108,0
16801,81100,0
16802,81124,0
16803,459982,0
16804,81186,0
16805,503879,0
16806,503884,0
16807,81330,0
16808,81334,0
16809,81348,0
16810,81376,0
16811,81391,0
16812,81406,0
16813,81476,0
16814,81491,0
16815,81504,1
16816,81525,0
16817,81529,0
16818,581994,0
16819,81602,0
16820,81674,0
16821,81678,0
16822,503920,0
16823,81689,0
16824,81723,0
16825,81770,0
16826,81779,0
16827,503931,1
16828,81814,0
16829,81868,0
16830,81883,0
16831,81896,0
16832,81946,0
16833,460070,0
16834,81977,0
16835,81980,0
16836,82054,0
16837,82077,0
16838,82097,0
16839,582002,0
16840,503955,0
16841,82167,0
16842,82225,0
16843,82235,0
16844,460128,0
16845,82258,0
16846,82268,0
16847,82271,0
16848,155952,0
16849,155994,1
16850,503966,0
16851,156014,0
16852,156040,0
16853,156083,0
16854,156125,0
16855,156161,0
16856,156203,0
16857,503988,0
16858,156306,0
16859,156309,0
16860,156325,0
16861,156331,0
16862,156342,0
16863,156347,1
16864,503997,0
16865,156357,0
16866,156360,0
16867,156388,0
16868,156398,0
16869,460241,0
16870,156422,0
16871,460271,0
16872,504015,0
16873,156523,0
16874,156582,0
16875,156592,0
16876,156607,0
16877,156610,0
16878,156623,0
16879,156637,0
16880,460347,0
16881,156645,0
16882,156693,0
16883,504027,0
16884,156721,0
16885,504029,0
16886,156726,0
16887,156729,0
16888,504033,0
16889,156770,0
16890,156792,0
16891,504046,0
16892,156800,0
16893,156808,0
16894,156824,0
16895,156835,0
16896,156848,0
16897,156850,0
16898,156890,0
16899,156897,0
16900,156924,0
16901,460411,0
16902,156931,0
16903,504065,0
16904,156949,0
16905,156966,0
16906,156968,0
16907,156979,0
16908,156986,0
16909,157006,0
16910,157019,0
16911,157020,0
16912,157030,0
16913,157049,0
16914,504076,0
16915,157065,0
16916,157066,0
16917,504078,0
16918,157141,0
16919,157148,0
16920,157174,0
16921,157185,0
16922,157197,0
16923,157230,0
16924,157251,0
16925,157305,0
16926,157328,0
16927,157351,0
16928,5942,1
16929,5961,0
16930,5987,1
16931,6042,0
16932,6077,0
16933,6088,0
16934,6100,0
16935,6106,0
16936,6109,0
16937,461194,0
16938,6195,1
16939,6244,0
16940,504193,0
16941,6327,0
16942,6363,0
16943,6379,0
16944,461212,0
16945,6393,0
16946,504203,0
16947,6455,0
16948,6492,1
16949,6511,0
16950,504212,0
16951,6584,0
16952,6585,0
16953,6597,0
16954,6658,0
16955,6659,0
16956,504220,0
16957,6729,0
16958,6731,0
16959,6737,0
16960,6751,0
16961,6756,0
16962,6769,0
16963,6932,0
16964,6939,0
16965,6957,0
16966,7076,0
16967,7095,0
16968,504252,0
16969,7129,0
16970,7141,0
16971,504256,0
16972,7147,0
16973,7150,1
16974,461300,0
16975,7282,0
16976,504265,0
16977,7378,0
16978,7382,0
16979,7438,0
16980,7452,0
16981,7454,0
16982,7503,1
16983,7507,0
16984,7513,0
16985,7520,0
16986,504278,0
16987,7724,0
16988,7753,0
16989,7754,0
16990,7757,1
16991,7766,0
16992,7814,0
16993,7840,0
16994,504298,0
16995,7876,1
16996,7891,0
16997,461358,0
16998,7944,0
16999,504305,0
17000,7973,0
17001,7994,0
17002,8067,1
17003,8099,0
17004,8124,0
17005,8161,0
17006,461394,0
17007,8170,0
17008,504329,0
17009,461396,0
17010,8188,0
17011,8193,0
17012,461407,0
17013,8277,0
17014,8300,0
17015,504342,1
17016,8355,0
17017,8358,1
17018,8360,0
17019,8473,0
17020,8478,0
17021,8506,0
17022,8516,0
17023,504358,0
17024,8549,0
17025,8558,0
17026,8560,0
17027,504372,0
17028,504373,0
17029,82346,0
17030,82392,0
17031,82412,0
17032,82419,0
17033,82461,0
17034,82513,0
17035,82519,0
17036,82543,0
17037,504392,0
17038,82626,0
17039,82687,0
17040,82750,0
17041,82826,1
17042,82830,0
17043,82833,0
17044,82870,0
17045,82919,0
17046,82932,0
17047,82938,0
17048,82944,0
17049,82945,0
17050,82952,0
17051,82955,0
17052,82992,0
17053,83013,0
17054,83077,0
17055,83087,0
17056,83090,0
17057,83111,0
17058,504430,0
17059,83141,0
17060,83157,0
17061,83176,0
17062,461551,0
17063,83217,0
17064,83255,0
17065,461557,0
17066,83293,0
17067,83315,0
17068,83325,0
17069,83327,0
17070,83328,0
17071,86067,1
17072,86085,1
17073,86091,0
17074,86097,0
17075,86099,0
17076,504772,0
17077,86187,0
17078,86199,0
17079,86223,0
17080,86234,0
17081,86266,0
17082,504777,0
17083,86271,0
17084,86287,0
17085,439907,1
17086,86379,0
17087,504789,0
17088,86446,0
17089,86450,0
17090,86468,0
17091,582043,0
17092,86564,0
17093,86585,0
17094,86598,0
17095,86637,0
17096,439942,0
17097,86716,0
17098,86752,0
17099,86829,0
17100,86867,0
17101,86907,0
17102,86914,0
17103,86930,0
17104,86979,0
17105,86980,0
17106,513703,0
17107,87040,0
17108,439998,0
17109,87088,0
17110,440004,0
17111,87102,0
17112,87104,0
17113,87132,0
17114,87152,0
17115,87163,0
17116,87167,0
17117,513717,0
17118,582054,1
17119,440023,0
17120,440027,0
17121,87261,0
17122,87329,0
17123,87332,0
17124,87369,0
17125,87374,0
17126,87403,0
17127,87404,0
17128,87409,0
17129,87417,0
17130,87430,0
17131,87452,1
17132,87479,0
17133,87482,0
17134,87487,0
17135,87499,0
17136,87509,0
17137,87559,0
17138,87604,0
17139,87652,0
17140,87656,0
17141,513746,0
17142,161370,0
17143,161376,0
17144,161411,0
17145,161413,0
17146,513753,0
17147,161435,0
17148,161441,0
17149,513759,0
17150,161538,0
17151,161541,0
17152,161594,0
17153,513767,1
17154,161603,0
17155,440172,0
17156,161617,0
17157,161627,0
17158,440197,0
17159,513775,0
17160,161705,0
17161,161724,0
17162,161739,0
17163,161750,0
17164,161773,0
17165,161808,0
17166,440282,0
17167,440296,0
17168,161885,0
17169,161913,0
17170,161934,0
17171,161943,0
17172,440320,0
17173,161951,0
17174,161954,0
17175,513795,0
17176,513796,0
17177,161962,0
17178,513800,0
17179,513803,0
17180,162030,0
17181,162042,0
17182,162047,0
17183,162063,0
17184,162068,0
17185,162070,0
17186,513810,0
17187,162078,0
17188,162132,0
17189,440350,0
17190,440357,0
17191,162167,0
17192,162178,0
17193,440361,0
17194,162197,0
17195,162205,0
17196,162212,0
17197,162219,0
17198,162261,0
17199,513823,0
17200,162369,0
17201,162398,0
17202,162418,0
17203,162421,0
17204,162423,0
17205,162462,0
17206,162486,0
17207,513837,0
17208,162496,0
17209,162523,0
17210,162619,1
17211,162638,0
17212,162659,0
17213,162688,0
17214,162707,0
17215,513865,0
17216,162931,0
17217,582076,0
17218,162967,0
17219,88745,1
17220,88749,0
17221,88769,0
17222,88813,0
17223,582077,0
17224,88817,1
17225,88830,0
17226,88836,0
17227,88860,0
17228,505149,0
17229,88898,0
17230,88910,0
17231,88940,0
17232,505156,0
17233,88987,0
17234,88992,1
17235,88999,0
17236,89024,0
17237,505160,1
17238,89076,0
17239,89084,0
17240,89092,0
17241,89102,0
17242,89106,0
17243,89108,0
17244,89110,0
17245,89120,0
17246,89170,0
17247,89203,0
17248,89207,0
17249,89217,0
17250,89249,0
17251,463808,0
17252,89262,0
17253,463810,0
17254,89296,0
17255,89317,0
17256,89350,0
17257,89363,0
17258,89391,0
17259,89403,1
17260,463845,0
17261,89466,0
17262,89474,0
17263,463851,0
17264,513968,0
17265,89584,1
17266,463871,0
17267,89680,0
17268,89681,0
17269,89747,0
17270,89834,1
17271,89918,0
17272,89952,0
17273,463942,0
17274,89994,0
17275,90031,0
17276,90037,0
17277,90050,1
17278,514000,0
17279,90090,0
17280,90097,0
17281,90099,0
17282,90151,0
17283,90184,0
17284,90194,0
17285,90199,0
17286,514012,0
17287,90333,0
17288,90348,0
17289,464001,0
17290,90366,0
17291,90368,0
17292,90413,0
17293,90420,0
17294,164090,0
17295,164102,0
17296,164114,0
17297,582098,0
17298,514031,0
17299,164198,0
17300,164218,0
17301,464040,0
17302,164228,0
17303,582100,0
17304,164252,0
17305,164258,0
17306,164260,0
17307,514040,0
17308,164279,0
17309,164295,0
17310,164296,0
17311,164377,0
17312,164429,0
17313,164478,0
17314,164485,0
17315,164519,0
17316,164567,0
17317,164622,0
17318,164640,0
17319,164650,0
17320,164652,0
17321,514073,0
17322,164739,0
17323,464237,0
17324,164766,0
17325,164771,1
17326,164821,0
17327,464263,0
17328,164867,0
17329,164880,0
17330,164912,0
17331,464278,0
17332,164943,0
17333,464285,0
17334,164961,0
17335,164971,0
17336,164977,0
17337,164978,0
17338,165000,0
17339,165007,0
17340,165039,0
17341,165074,0
17342,514101,0
17343,165143,0
17344,165161,0
17345,165169,0
17346,165172,0
17347,165181,0
17348,165194,0
17349,464318,0
17350,165219,0
17351,165225,0
17352,165244,0
17353,165274,0
17354,165297,0
17355,165321,0
17356,165328,0
17357,514128,0
17358,165545,0
17359,165582,0
17360,464352,0
17361,165602,0
17362,165611,0
17363,165615,0
17364,165625,0
17365,165631,0
17366,514155,0
17367,165679,0
17368,91430,0
17369,91445,0
17370,91467,0
17371,91516,0
17372,91582,0
17373,91595,0
17374,91630,0
17375,582120,0
17376,91670,0
17377,505492,0
17378,91759,0
17379,91773,1
17380,91778,0
17381,465450,0
17382,91810,0
17383,91836,0
17384,91860,1
17385,505507,0
17386,91944,0
17387,91960,0
17388,92002,1
17389,514238,0
17390,92051,0
17391,92052,0
17392,514242,0
17393,92164,0
17394,92171,0
17395,92197,0
17396,92222,0
17397,92236,0
17398,92258,0
17399,92269,0
17400,92281,0
17401,514258,0
17402,92302,0
17403,92315,0
17404,514262,0
17405,92360,0
17406,582128,1
17407,92415,0
17408,465532,0
17409,92464,0
17410,92506,0
17411,92514,0
17412,92541,0
17413,92563,0
17414,465565,1
17415,92615,0
17416,92622,0
17417,92667,0
17418,92674,0
17419,92682,0
17420,514283,0
17421,92726,0
17422,92752,0
17423,92767,0
17424,92801,0
17425,465607,0
17426,92814,0
17427,92870,0
17428,92873,0
17429,92903,0
17430,92967,0
17431,465644,0
17432,93066,0
17433,93069,0
17434,93109,0
17435,166789,0
17436,166799,0
17437,465669,0
17438,514317,0
17439,166942,0
17440,166963,0
17441,514321,0
17442,465723,0
17443,465725,0
17444,166993,0
17445,167011,0
17446,167031,0
17447,514330,0
17448,465750,0
17449,167131,0
17450,167135,0
17451,167137,0
17452,167166,0
17453,167179,0
17454,167193,0
17455,167195,0
17456,167205,1
17457,167213,0
17458,167214,1
17459,167235,0
17460,167243,0
17461,465807,0
17462,167355,0
17463,167360,0
17464,167363,0
17465,167365,0
17466,167379,0
17467,167404,0
17468,167414,0
17469,167438,0
17470,514361,0
17471,514362,0
17472,167473,0
17473,167498,0
17474,167500,0
17475,167553,0
17476,167565,0
17477,167599,0
17478,465912,0
17479,167645,0
17480,167665,1
17481,167691,0
17482,514390,0
17483,167747,0
17484,167748,1
17485,167761,0
17486,465940,0
17487,167787,0
17488,167791,0
17489,167818,0
17490,167858,0
17491,514402,0
17492,167863,0
17493,167896,0
17494,167903,0
17495,465951,0
17496,167932,0
17497,167947,0
17498,167986,0
17499,168000,0
17500,168001,0
17501,168115,0
17502,168120,1
17503,168125,0
17504,168138,0
17505,168149,0
17506,168152,0
17507,168176,0
17508,168205,0
17509,168224,0
17510,168385,0
17511,505847,0
17512,94190,1
17513,94206,0
17514,94237,0
17515,94281,0
17516,94296,0
17517,467078,0
17518,505856,0
17519,94371,0
17520,94388,0
17521,94461,0
17522,505866,0
17523,94521,0
17524,94525,0
17525,94599,0
17526,94617,0
17527,94624,0
17528,94647,0
17529,94648,0
17530,94681,0
17531,94742,0
17532,94744,0
17533,94754,0
17534,467140,0
17535,94777,0
17536,94801,0
17537,94826,0
17538,94840,0
17539,94855,0
17540,94863,0
17541,94892,0
17542,467156,0
17543,94907,0
17544,94910,1
17545,94925,0
17546,94928,0
17547,94930,0
17548,94931,0
17549,95008,0
17550,95020,0
17551,514573,0
17552,95106,0
17553,95191,0
17554,95209,0
17555,95228,0
17556,95233,0
17557,514589,0
17558,95263,1
17559,95281,0
17560,95293,0
17561,95331,0
17562,95332,0
17563,95349,0
17564,582161,0
17565,467229,0
17566,95438,0
17567,514601,0
17568,95460,0
17569,467240,0
17570,514604,0
17571,95509,0
17572,95540,0
17573,95548,0
17574,514610,0
17575,95554,0
17576,95568,0
17577,95583,0
17578,95584,0
17579,95626,0
17580,95648,0
17581,95670,0
17582,514623,0
17583,95751,0
17584,95783,0
17585,95800,0
17586,514630,0
17587,95830,0
17588,169505,0
17589,169529,0
17590,467351,0
17591,169547,0
17592,514637,0
17593,467373,0
17594,169644,0
17595,169662,0
17596,467398,0
17597,169706,0
17598,169709,0
17599,169714,0
17600,467416,0
17601,169762,0
17602,169786,0
17603,169799,0
17604,169805,0
17605,467428,0
17606,169816,0
17607,169843,0
17608,467445,0
17609,169863,0
17610,467447,0
17611,467475,0
17612,169934,0
17613,169943,0
17614,169959,0
17615,170009,0
17616,170010,0
17617,170012,0
17618,170026,0
17619,467516,0
17620,170064,0
17621,170105,0
17622,170151,0
17623,170159,0
17624,170166,0
17625,170171,0
17626,170202,0
17627,514696,0
17628,170251,0
17629,170253,0
17630,170295,0
17631,170327,0
17632,170340,0
17633,170376,0
17634,170377,0
17635,170381,0
17636,514713,0
17637,170400,0
17638,170401,0
17639,170409,0
17640,170435,0
17641,170436,0
17642,514721,0
17643,170461,0
17644,170489,0
17645,170500,0
17646,170508,0
17647,170575,0
17648,170582,0
17649,170589,0
17650,170611,0
17651,170614,0
17652,170643,0
17653,170645,0
17654,170662,0
17655,170666,0
17656,514730,0
17657,514731,0
17658,514733,0
17659,170760,0
17660,170765,0
17661,170791,0
17662,170792,0
17663,170799,0
17664,514737,0
17665,514742,0
17666,170951,0
17667,170959,0
17668,170980,0
17669,170987,0
17670,170989,0
17671,171011,0
17672,171045,0
17673,171059,0
17674,96956,0
17675,96975,0
17676,96990,0
17677,96994,0
17678,96996,0
17679,97000,0
17680,97075,0
17681,441485,1
17682,97097,0
17683,506168,1
17684,506169,0
17685,97277,0
17686,97371,0
17687,97391,0
17688,97414,0
17689,97438,0
17690,97445,0
17691,97451,0
17692,97452,1
17693,97457,0
17694,97469,1
17695,97476,0
17696,97504,0
17697,514818,0
17698,97533,1
17699,97543,0
17700,97566,0
17701,97590,0
17702,514828,0
17703,97626,1
17704,97637,0
17705,97639,0
17706,97669,0
17707,514834,0
17708,97694,1
17709,97695,0
17710,514837,0
17711,97728,0
17712,97746,0
17713,97805,0
17714,97816,0
17715,97819,0
17716,97857,0
17717,441594,0
17718,97926,0
17719,97996,0
17720,441621,0
17721,98034,0
17722,98076,0
17723,98113,0
17724,98139,0
17725,98144,0
17726,98163,0
17727,98167,0
17728,98201,0
17729,98217,0
17730,98306,0
17731,98316,0
17732,98331,0
17733,98370,0
17734,98387,0
17735,441707,0
17736,98427,0
17737,98446,0
17738,441723,0
17739,98477,0
17740,98495,0
17741,98497,0
17742,98512,0
17743,172238,0
17744,172250,0
17745,172260,0
17746,172293,0
17747,172322,1
17748,441776,1
17749,172382,0
17750,172386,0
17751,172400,0
17752,172428,0
17753,172450,0
17754,441804,0
17755,172466,0
17756,172482,0
17757,172507,0
17758,172512,0
17759,514915,0
17760,441825,0
17761,441831,0
17762,172552,0
17763,172553,0
17764,514923,0
17765,441870,0
17766,172629,0
17767,441883,1
17768,172693,0
17769,172711,0
17770,172720,0
17771,172731,0
17772,172744,0
17773,172747,0
