,revenue_30,numorderone,numorderthreeone,numorderseventhree,numorderthirtyseven,numordersixtythirty,numorderyearsixty,sumrevone,sumrevthreeone,sumrevseventhree,sumrevthirtyseven,sumrevsixtythirty,sumrevyearsixty,numbamorder,numselforder,totalrev,aov,dayssincelastord,cuidshare,numstores,pospercentage,numinf,numinfconnect,numinfphone,numinfquote,percentlarge,percdirtythirty,percdirtyninetythirty,percdirtyyearninety,numbilling,numreturn,numwims,numproblem,numother,percentresolved,minnps,avgnps,maxnps,nps_count,numquote,numorderfromquote,quoteconrate,avgquoteprice,avgconquoteprice,numvisitone,numvisitthreeone,numvisitseventhree,numvisitthirtyseven,numvisitsixtythirty,numvisityearsixty,numvisittotal,numloggedinone,numloggedinthreeone,numloggedinseventhree,numloggedinthirtyseven,numloggedinsixtythirty,numloggedinyearsixty,numsecondsonsiteone,numsecondsonsitethreeone,numsecondsonsiteseventhree,numsecondsonsitethirtyseven,numsecondsonsitesixtythirty,numsecondsonsiteyearsixty,numtotalpageviewsone,numtotalpageviewsthreeone,numtotalpageviewsseventhree,numtotalpageviewsthirtyseven,numtotalpageviewssixtythirty,numtotalpageviewsyearsixty,numatcone,numatcthreeone,numatcseventhree,numatcthirtyseven,numatcsixtythirty,numatcyearsixty,numideaboardone,numideaboardthreeone,numideaboardseventhree,numideaboardthirtyseven,numideaboardsixtythirty,numideaboardyearsixty,dayssincelastvisit,sumatcprice,avgatcprice,numsearchtermsone,numsearchtermsthreeone,numsearchtermsseventhree,numsearchtermsthirtyseven,numsearchtermssixtythirty,numsearchtermsyearsixty,numskusviewedone,numskusviewedthreeone,numskusviewedseventhree,numskusviewedthirtyseven,numskusviewedsixtythirty,numskusviewedyearsixty,avgpriceone,avgpricethreeone,avgpriceseventhree,avgpricethirtyseven,avgpricesixtythirty,avgpriceyearsixty,avgprice,numtasksfirstintroone,numtasksfirstintrothreeone,numtasksfirstintroseventhree,numtasksfirstintrothirtyseven,numtasksfirstintrosixtythirty,numtasksfirstintroyearsixty,numtaskscadenceone,numtaskscadencethreeone,numtaskscadenceseventhree,numtaskscadencethirtyseven,numtaskscadencesixtythirty,numtaskscadenceyearsixty,numtasksreassignone,numtasksreassignthreeone,numtasksreassignseventhree,numtasksreassignthirtyseven,numtasksreassignsixtythirty,numtasksreassignyearsixty,numtaskscustactone,numtaskscustactthreeone,numtaskscustactseventhree,numtaskscustactthirtyseven,numtaskscustactsixtythirty,numtaskscustactyearsixty,numcallsone,numcallsthreeone,numcallsseventhree,numcallsthirtyseven,numcallssixtythirty,numcallsyearsixty,numemailsone,numemailsthreeone,numemailsseventhree,numemailsthirtyseven,numemailssixtythirty,numemailsyearsixty,totalcalldurationone,totalcalldurationthreeone,totalcalldurationseventhree,totalcalldurationthirtyseven,totalcalldurationsixtythirty,totalcalldurationyearsixty,percsecondsinbound,percemailopenedone,percemailopenedthreeone,percemailopenedseventhree,percemailopenedthirtyseven,percemailopenedsixtythirty,percemailopenedyearsixty,percemailclickedone,percemailclickedthreeone,percemailclickedseventhree,percemailclickedthirtyseven,percemailclickedsixtythirty,percemailclickedyearsixty,currentapplicability,numemaillist,dayssinceenrollment,roll_up_Onboarding,roll_up_Retention,roll_up_Unmanaged,currentstatus_Active,currentstatus_Enrolled,currentstatus_In Progress,companytypegroup_Business,companytypegroup_Trade,team_CA,team_US,customersource_Affiliates,customersource_Bulk Upload,customersource_Email,customersource_External Application,customersource_Gateway,customersource_Internal Application,customersource_Internal Customer Scrape,customersource_Other,customersource_Partners,customersource_Quotes,customersource_Referral,customersource_Search - Paid,customersource_Social - Paid,accrole_None,accrole_Other,accrole_Primary,accrole_Purchaser,num_employees_1,num_employees_11to50,num_employees_2to5,num_employees_50plus,num_employees_6to10,num_employees_None,num_purchases_year_11to25,num_purchases_year_1to2,num_purchases_year_25plus,num_purchases_year_3to5,num_purchases_year_6to10,num_purchases_year_None,cost_purchases_year_100plus,cost_purchases_year_1to5,cost_purchases_year_25to100,cost_purchases_year_5to25,cost_purchases_year_None,cost_purchases_year_lessthan1,enrollmentmethod_directEIN,enrollmentmethod_directOther,enrollmentmethod_email,enrollmentmethod_liveTransfer,enrollmentmethod_other,enrollmentmethod_phone
29075,200.53,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,10.0,10.0,10.0,1.0,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,0.0,0.0,4.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,814.0,16376.0,0.0,0.0,0.0,0.0,25.0,213.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,2348.7450223413953,383.4006528766059,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,54.0,557.0595433396633,642.5092903335704,595.2858935752498,553.4246656001163,359.208,461.003518518518,452.376779661017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.07016670139376184,0.0,0.0,0.0,0.0,0.0212765957446809,0.0576131687242798,0.0,0.0,0.0,0.0,0.0,0.037037037037037,3.0,1.0,165,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29087,279.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,187.2,0.0,0.0,227.99,0.0,2.0,415.19,207.595,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,1.0,1.0,4.0,38.0,44.0,0.0,0.0,1.0,1.0,4.0,36.0,0.0,0.0,655.0,2897.0,6271.0,73227.0,0.0,0.0,23.0,3.0,105.0,1473.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,16.0,4,356.99,178.495,0.0,0.0,1.0,0.0,4.0,30.0,0.0,0.0,3.0,0.0,33.0,336.0,557.0595433396633,642.5092903335704,235.66333333333301,553.4246656001163,195.370303030303,377.15148809523805,359.884704301075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.07016670139376184,0.0,1.0,0.0,0.0,0.1,0.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.087618976054497,1.3320809538122433,207,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
29090,477.94,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3964.25,0.0,5.0,3964.25,792.85,66,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.33333333333333304,0.0,1.0,0.0,0.0,3.0,10.0,0.42857142857142894,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,1.0,42.0,10.0,111.0,164.0,0.0,0.0,1.0,35.0,8.0,70.0,0.0,0.0,543.0,48724.0,3935.0,116750.0,0.0,0.0,25.0,477.0,166.0,1415.0,0.0,0.0,1.0,16.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23491.67,469.8334,0.0,0.0,0.0,13.0,4.0,29.0,0.0,0.0,9.0,109.0,29.0,294.0,557.0595433396633,642.5092903335704,394.335555555556,570.864311926606,724.68,877.787142857143,781.9917687074831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.07016670139376184,0.0,0.0,0.2,0.538461538461538,0.933333333333333,0.631578947368421,0.0,0.0,0.0,0.23076923076923106,0.133333333333333,0.29824561403508804,0.5,2.0,101,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
29098,594.99,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,0.0,2.0,0.0,35.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,28216.0,0.0,0.0,0.0,4.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2348.7450223413953,383.4006528766059,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,34.0,557.0595433396633,642.5092903335704,595.2858935752498,553.4246656001163,542.959517501028,282.40705882352904,282.40705882352904,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0127118644067797,0.0,0.0,0.33333333333333304,0.0,0.0,0.00847457627118644,5.087618976054497,1.3320809538122433,12,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
29113,646.83,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,3.0,0.0,0.0,1138.30666666667,1504.7561148694288,0.0,0.0,1.0,1.0,3.0,206.0,211.0,0.0,0.0,1.0,1.0,1.0,143.0,0.0,0.0,1390.0,177.0,4734.0,336239.0,0.0,0.0,6.0,7.0,83.0,4096.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,32.0,4,2348.7450223413953,383.4006528766059,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,2.0,22.0,879.0,557.0595433396633,642.5092903335704,164.99,229.49,278.462272727273,384.196598407281,381.03866150442497,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,737.0,0.07016670139376184,0.0,0.0,0.0,0.0,0.0,0.0431778929188256,0.0,0.0,0.0,0.0,0.0,0.00518134715025907,7.0,2.0,227,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29147,204.96,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,407.98,0.0,334.86,0.0,3.0,742.84,247.613333333333,19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,1.0,2.0,13.0,95.0,42.0,369.0,522.0,1.0,1.0,8.0,53.0,28.0,147.0,410.0,7421.0,7715.0,188514.0,58138.0,382863.0,12.0,21.0,107.0,1544.0,781.0,6052.0,1.0,1.0,4.0,23.0,13.0,79.0,0.0,0.0,1.0,0.0,2.0,10.0,1,13974.44,188.84378378378398,1.0,2.0,4.0,23.0,27.0,137.0,10.0,4.0,38.0,452.0,226.0,1590.0,151.465,53.995,241.088684210526,268.245995575221,293.366769911504,493.54813207547204,423.785176724138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.07016670139376184,0.33333333333333304,0.833333333333333,1.0,0.9393939393939392,0.986842105263158,0.981481481481482,0.0,0.166666666666667,0.272727272727273,0.363636363636364,0.25,0.33641975308642,7.0,1.0,288,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29151,245.22,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,597.46,0.0,2.0,597.46,298.73,121,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,0.0,1.0,23.0,39.0,63.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,53.0,20255.0,105547.0,0.0,0.0,0.0,4.0,224.0,659.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2348.7450223413953,383.4006528766059,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,30.0,135.0,557.0595433396633,642.5092903335704,595.2858935752498,553.4246656001163,448.4306666666671,289.447777777778,318.35375757575804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.07016670139376184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,214,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29167,183.98,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,1.0,1.0,0.0,4.0,14.0,97.0,117.0,1.0,1.0,0.0,3.0,14.0,78.0,49.0,0.0,0.0,1547.0,27158.0,212259.0,1.0,1.0,0.0,62.0,207.0,2016.0,0.0,0.0,0.0,1.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1,638.0,319.0,0.0,0.0,0.0,1.0,8.0,82.0,1.0,0.0,0.0,14.0,34.0,433.0,137.99,642.5092903335704,595.2858935752498,204.48142857142898,498.433529411765,477.433025404157,470.282095435685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,768.0,0.07016670139376184,0.0,0.0,0.0,0.0,0.0,0.0975056689342404,0.0,0.0,0.0,0.0,0.0,0.0,4.25,4.0,136,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29170,909.3386,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,1.0,0.0,2.0,2.0,12.0,17.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,521.0,0.0,1987.0,0.0,4956.0,0.0,21.0,0.0,67.0,2.0,97.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,5954.93,1488.7325,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,14.0,557.0595433396633,1214.495,595.2858935752498,2169.1328571428603,542.959517501028,178.36,874.3460869565221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,186.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0574712643678161,0.0,1.0,0.25,0.0666666666666667,0.0,0.0402298850574713,5.0,1.0,13,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
29176,149.98,1.0,0.0,0.0,0.0,0.0,0.0,251.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,251.99,251.99,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,4.0,3.0,5.0,16.0,15.0,24.0,67.0,1.0,0.0,0.0,2.0,7.0,13.0,704.0,8.0,148.0,7435.0,5102.0,13143.0,24.0,5.0,13.0,88.0,233.0,537.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2780.14,926.713333333333,0.0,0.0,0.0,1.0,2.0,6.0,3.0,3.0,1.0,25.0,56.0,138.0,551.73,732.38,823.2,404.4728,659.628571428571,965.422898550725,818.384557522124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.07016670139376184,0.25,0.222222222222222,0.17647058823529396,0.0,0.0087719298245614,0.008196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,129,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
29194,84.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,489.92,0.0,1.0,489.92,489.92,148,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17928.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76,2348.7450223413953,383.4006528766059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,557.0595433396633,642.5092903335704,595.2858935752498,553.4246656001163,542.959517501028,248.26,248.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,0.07016670139376184,0.0,0.0,0.0,0.0204081632653061,0.0,0.0292096219931272,0.0,0.0,0.0,0.0,0.0,0.0154639175257732,6.0,2.0,150,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
29199,1128.46,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1712.52,1435.28,0.0,0.0,0.0,2.0,3147.8,1573.9,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,1.0,1.0,11.0,36.0,57.0,34.0,140.0,1.0,1.0,11.0,31.0,36.0,9.0,88.0,123.0,33402.0,50531.0,90034.0,24941.0,5.0,9.0,277.0,473.0,818.0,339.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,12.0,7.0,1,4952.02,495.202,0.0,0.0,15.0,7.0,14.0,10.0,0.0,0.0,69.0,96.0,229.0,61.0,557.0595433396633,642.5092903335704,566.9682608695649,510.13125,663.344104803493,307.4303278688521,568.6867252747251,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.07016670139376184,0.0,0.0,0.0,0.153846153846154,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.087618976054497,1.3320809538122433,13,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
29200,432.37,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,861.21,0.0,1.0,861.21,861.21,161,1.0,1.0,-0.0588242124452805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,0.2,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,1.0,3.0,1.0,1.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,545.0,76.0,0.0,20017.0,0.0,1.0,7.0,3.0,1.0,168.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2348.7450223413953,383.4006528766059,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,1.0,0.0,33.0,557.0595433396633,93.99,741.05,93.99,542.959517501028,344.8354545454551,362.913157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.07016670139376184,0.0,0.0,0.0,0.0,0.0,0.018450184501845,0.0,0.0,0.0,0.0,0.0,0.00738007380073801,4.0,2.0,162,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
